id;idmaterial;fecha;hora;idUsuario;observaciones
;273;1997-11-06;17:48:53;;
;274;1997-11-06;17:49:46;;
;275;1997-11-06;17:50:45;;
;276;1997-11-05;9:22:57;;
;276;1997-11-05;19:00:26;;
;277;2004-01-27;18:10:34;;
;278;2004-01-27;18:04:48;;
;279;2004-01-27;18:08:03;;
;279;2004-01-27;18:11:53;;
;280;2004-01-27;18:06:16;;
;280;2004-01-27;18:07:01;;
;281;2003-10-29;16:58:09;;
;281;2003-10-29;16:59:54;;
;282;2001-09-06;17:22:38;;
;283;2001-09-06;17:23:19;;
;284;2001-06-29;10:16:12;;
;285;1997-09-30;18:28:53;;
;285;1997-09-30;18:42:50;;
;285;2000-01-24;19:28:04;;
;285;2000-11-17;8:19:44;;
;286;1997-09-30;18:39:15;;
;286;2000-01-24;19:28:20;;
;286;2000-11-17;8:17:40;;
;287;1997-09-30;18:40:03;;
;287;2000-01-24;19:28:41;;
;287;2000-11-16;10:01:31;;
;288;1997-11-05;18:41:43;;
;288;2001-01-15;18:09:47;;
;289;1997-09-30;18:09:14;;
;289;2000-01-24;19:29:20;;
;289;2000-11-16;9:21:22;;
;289;2000-11-16;9:29:36;;
;290;1997-09-30;18:34:58;;
;290;2000-01-24;19:29:46;;
;290;2000-11-16;9:33:32;;
;291;2003-07-22;12:23:43;;
;291;2003-10-22;9:12:32;;
;292;2003-07-24;8:59:04;;
;292;2003-07-24;8:59:44;;
;292;2003-10-22;9:12:40;;
;293;1997-10-01;19:11:14;;
;293;2000-01-25;18:26:08;;
;293;2003-07-11;10:40:54;;
;293;2003-10-22;9:12:54;;
;294;1997-10-01;19:15:14;;
;294;2000-01-25;18:26:27;;
;294;2003-07-11;10:43:03;;
;294;2003-10-22;9:13:03;;
;295;1997-10-01;19:15:51;;
;295;1998-01-14;12:54:44;;
;295;2000-01-25;18:26:42;;
;295;2003-07-11;10:41:52;;
;295;2003-10-22;9:13:13;;
;296;1997-10-01;19:16:29;;
;296;2000-01-25;18:26:57;;
;296;2003-07-11;10:42:12;;
;296;2003-10-22;9:13:22;;
;297;1997-10-01;19:18:26;;
;297;2000-01-25;18:27:12;;
;297;2003-07-11;10:42:24;;
;297;2003-10-22;9:13:31;;
;298;1997-10-01;19:21:34;;
;298;1998-01-13;9:40:15;;
;298;2000-01-25;18:27:27;;
;298;2003-07-11;10:39:32;;
;298;2003-10-22;9:13:46;;
;299;1997-10-01;19:25:46;;
;299;2000-01-25;18:27:58;;
;299;2003-07-11;10:39:59;;
;299;2003-10-22;9:13:54;;
;300;1997-10-01;19:26:21;;
;300;2000-01-25;18:28:17;;
;300;2003-07-11;10:41:38;;
;300;2003-10-22;9:14:03;;
;301;1997-10-01;19:27:39;;
;301;2000-01-25;18:28:36;;
;301;2003-07-11;10:41:15;;
;301;2003-10-22;9:14:11;;
;302;1997-11-05;16:29:00;;
;302;2001-01-15;18:11:12;;
;303;1997-11-05;16:41:51;;
;303;1997-11-05;16:43:37;;
;304;1997-11-05;16:40:27;;
;305;1997-11-05;18:39:35;;
;306;1997-11-05;16:45:10;;
;306;2001-01-15;18:14:30;;
;306;2003-07-22;12:11:12;;
;306;2003-07-22;12:17:32;;
;306;2003-10-22;9:14:20;;
;307;1997-11-05;16:46:16;;
;307;2001-01-15;18:14:53;;
;307;2003-07-22;12:15:48;;
;307;2003-07-22;12:17:49;;
;307;2003-10-22;9:14:29;;
;308;1997-11-05;16:48:36;;
;308;2001-01-15;18:15:41;;
;308;2003-07-22;12:19:22;;
;308;2003-10-22;9:14:38;;
;309;1997-11-05;16:47:36;;
;310;1997-11-05;16:49:34;;
;311;1997-09-30;18:18:25;;
;311;1998-01-15;19:39:46;;
;311;2000-01-24;19:30:45;;
;311;2000-11-16;9:41:20;;
;312;1997-09-30;18:19:36;;
;312;1997-09-30;20:40:16;;
;312;1998-01-15;19:40:15;;
;312;2000-01-24;19:31:09;;
;312;2000-11-16;10:10:14;;
;313;1997-09-30;18:20:24;;
;313;2000-01-24;19:31:28;;
;313;2000-11-16;10:08:24;;
;314;1997-09-30;18:27:51;;
;314;2000-01-24;19:32:52;;
;314;2000-11-16;9:16:01;;
;314;2000-11-16;9:28:17;;
;315;1997-09-30;18:33:48;;
;315;1997-10-21;22:49:29;;
;315;2000-01-24;19:34:04;;
;315;2000-11-16;9:38:42;;
;316;1997-09-30;18:37:39;;
;316;2000-01-24;19:34:58;;
;316;2000-11-16;10:13:23;;
;317;1997-11-05;18:43:27;;
;318;1997-10-01;19:38:54;;
;318;1998-07-07;11:38:38;;
;318;2000-12-22;17:56:28;;
;319;1997-11-05;18:40:38;;
;320;1997-11-05;9:14:00;;
;320;1997-11-05;16:37:38;;
;320;2001-01-15;18:18:18;;
;320;2003-07-23;13:42:07;;
;321;1997-11-05;11:26:03;;
;321;1997-11-05;16:38:06;;
;321;2001-01-15;18:18:38;;
;321;2003-07-23;13:41:41;;
;322;1997-11-05;11:26:38;;
;322;1997-11-05;16:38:07;;
;323;1997-11-05;11:27:27;;
;323;1997-11-05;16:38:07;;
;324;1997-11-05;11:28:21;;
;324;1997-11-05;16:38:07;;
;325;1997-11-05;11:28:46;;
;325;1997-11-05;16:38:07;;
;326;1997-11-05;11:29:13;;
;326;1997-11-05;16:38:07;;
;327;1997-10-01;19:30:26;;
;327;1997-09-18;11:13:58;;
;327;2000-01-25;18:30:40;;
;327;2003-07-11;10:40:30;;
;327;2003-10-22;9:15:41;;
;328;1997-10-01;19:31:24;;
;328;2000-01-25;18:30:56;;
;328;2003-07-11;10:42:39;;
;328;2003-10-22;9:15:51;;
;329;1997-10-01;19:32:23;;
;329;2000-01-25;18:31:18;;
;329;2003-07-11;10:42:49;;
;329;2003-10-22;9:16:00;;
;330;1997-10-01;19:34:05;;
;330;1997-09-18;11:14:20;;
;330;2000-01-25;18:31:32;;
;330;2003-07-11;10:41:26;;
;330;2003-10-22;9:16:10;;
;331;1997-10-01;19:45:04;;
;331;2000-01-25;18:31:48;;
;331;2003-07-17;13:07:05;;
;331;2003-10-22;9:16:18;;
;332;1997-11-05;11:30:00;;
;332;1997-11-05;16:38:07;;
;332;2001-01-15;18:21:21;;
;333;1997-11-05;11:23:17;;
;333;1997-11-05;16:38:06;;
;334;1997-11-05;11:25:29;;
;334;1997-11-05;16:38:06;;
;335;1997-11-05;11:30:35;;
;335;1997-11-05;16:38:08;;
;336;1997-11-05;11:31:26;;
;336;1997-11-05;16:38:08;;
;337;1997-11-05;9:01:58;;
;337;1997-11-05;16:38:05;;
;338;1997-11-05;9:03:11;;
;338;1997-11-05;16:38:06;;
;339;1997-11-05;9:24:16;;
;339;1997-11-05;16:38:06;;
;340;1998-06-10;16:45:02;;
;340;1998-06-10;16:46:28;;
;341;1998-06-10;16:45:07;;
;341;1998-06-10;16:46:41;;
;342;1997-11-05;11:32:05;;
;342;1997-11-05;16:38:08;;
;342;2001-01-15;18:24:20;;
;343;1997-11-05;9:26:18;;
;343;1997-11-05;16:38:06;;
;344;1998-01-13;12:29:07;;
;345;1997-11-05;8:37:53;;
;345;2003-07-22;13:43:24;;
;346;1997-11-05;10:41:53;;
;347;1997-12-03;19:07:12;;
;348;1998-07-09;12:25:16;;
;349;1998-07-09;12:23:30;;
;350;1997-12-03;17:27:31;;
;350;1998-07-09;12:15:16;;
;351;1998-07-09;12:29:12;;
;352;1997-09-30;10:06:44;;
;352;2001-12-07;11:22:30;;
;352;2012-07-25;13:24:02;;
;353;1998-07-09;12:22:28;;
;353;1998-07-09;12:26:19;;
;354;1998-07-09;12:20:51;;
;354;1998-07-09;12:27:28;;
;355;1997-09-30;10:05:47;;
;355;2001-12-07;11:23:06;;
;355;2012-07-26;9:03:22;;
;355;2012-07-26;9:05:13;;
;356;2001-07-24;12:18:29;;
;357;2007-01-26;18:50:04;;
;358;2004-05-11;17:09:29;;
;358;2004-05-12;17:12:34;;
;359;1997-11-28;21:18:20;;
;359;1997-12-01;11:58:11;;
;359;1998-07-06;10:51:00;;
;359;1998-10-21;19:06:56;;
;359;2012-07-25;13:15:52;;
;359;2014-04-03;9:17:47;;
;360;1997-09-30;21:25:42;;
;360;1997-09-30;21:27:04;;
;360;2004-03-17;11:40:53;;
;360;2011-05-19;10:10:44;;
;361;1998-01-27;21:31:45;;
;361;1998-01-30;9:36:46;;
;361;1998-01-30;9:39:47;;
;361;2001-07-24;11:58:03;;
;361;2004-05-11;16:58:14;;
;362;1998-01-13;12:37:38;;
;363;1998-01-27;21:25:07;;
;363;1998-01-30;9:40:20;;
;363;2001-07-24;11:58:28;;
;363;2004-05-11;16:57:03;;
;363;2007-01-26;18:29:01;;
;364;1997-11-26;19:08:10;;
;364;1998-01-13;11:04:38;;
;364;1998-01-14;20:34:31;;
;365;1997-11-18;12:41:21;;
;365;1997-11-18;13:49:33;;
;365;2001-10-31;12:48:53;;
;366;1997-11-18;12:44:15;;
;366;1997-11-18;13:49:33;;
;366;2001-10-31;12:49:24;;
;367;2001-07-24;11:59:23;;
;367;2001-07-24;11:59:52;;
;368;1997-10-01;9:57:52;;
;368;1997-10-01;10:04:02;;
;368;2001-07-23;11:27:19;;
;368;2001-07-24;11:39:43;;
;369;1997-11-10;16:40:11;;
;369;1997-11-10;16:41:01;;
;369;2001-07-23;11:27:29;;
;369;2001-07-24;11:40:15;;
;370;1998-12-02;17:07:18;;
;370;2001-07-23;11:45:19;;
;371;1998-12-02;17:11:12;;
;371;2001-07-23;11:45:29;;
;372;1999-09-21;13:54:38;;
;372;2001-07-23;11:45:02;;
;372;2001-07-24;11:35:13;;
;373;1999-09-21;13:55:58;;
;373;2001-07-23;11:45:41;;
;374;1999-09-21;13:56:36;;
;374;2001-07-23;11:45:52;;
;375;1997-10-01;9:59:04;;
;375;1997-10-01;10:04:19;;
;375;1997-11-10;16:57:00;;
;375;2001-07-23;11:37:08;;
;375;2001-07-24;11:43:06;;
;376;1998-01-13;12:45:20;;
;377;1998-01-13;13:09:48;;
;378;1998-01-13;10:02:14;;
;379;1998-01-27;21:18:34;;
;379;1998-01-28;11:45:24;;
;379;1998-01-30;9:44:17;;
;379;1998-01-30;9:45:28;;
;379;2001-07-24;12:00:29;;
;380;1998-01-27;8:48:09;;
;380;1998-01-28;11:37:30;;
;380;1998-01-30;9:44:17;;
;380;2001-07-24;12:00:42;;
;381;1998-01-30;9:48:05;;
;381;1998-01-30;9:51:12;;
;381;2001-07-24;12:00:58;;
;381;2004-05-11;17:17:10;;
;382;1998-01-27;21:20:03;;
;382;1998-01-28;11:39:33;;
;382;1998-01-28;11:47:05;;
;382;1998-01-30;9:42:06;;
;382;1998-01-30;9:43:10;;
;382;2001-07-24;12:01:10;;
;383;1998-01-27;21:27:44;;
;383;1998-01-28;11:30:43;;
;383;1998-01-30;9:42:06;;
;383;2001-07-24;12:01:21;;
;384;2014-03-28;10:35:28;;
;385;1998-01-13;12:57:55;;
;386;2006-02-15;11:14:18;;
;386;2006-11-20;17:23:10;;
;386;2006-11-30;16:44:29;;
;386;2006-11-30;16:47:15;;
;386;2007-02-21;12:34:40;;
;386;1999-02-06;0:13:21;;
;387;2001-10-31;13:07:13;;
;387;2001-10-31;13:08:03;;
;387;2002-03-14;19:27:29;;
;387;2002-11-22;16:46:15;;
;387;2002-11-22;16:53:29;;
;387;2002-11-22;17:08:47;;
;387;2003-06-18;17:01:46;;
;387;2004-02-26;16:46:05;;
;387;2005-03-17;18:36:43;;
;387;2005-03-17;18:47:24;;
;387;2006-02-14;18:39:21;;
;387;2006-02-14;18:40:13;;
;387;2006-02-15;10:44:55;;
;388;2001-10-31;13:10:32;;
;388;2002-03-14;19:27:56;;
;388;2004-02-26;17:11:12;;
;388;2005-03-17;18:49:39;;
;388;2005-11-02;9:13:48;;
;388;2006-02-14;18:38:07;;
;389;2004-07-15;10:16:58;;
;389;2005-03-17;18:51:20;;
;389;2005-11-02;9:09:05;;
;389;2006-02-14;18:35:13;;
;389;2006-02-15;10:46:16;;
;390;1998-10-15;17:38:47;;
;390;1998-10-15;17:40:26;;
;390;2001-10-31;13:05:57;;
;390;2002-03-14;19:28:29;;
;390;2002-03-14;19:30:56;;
;390;2002-03-18;17:56:12;;
;390;2003-10-22;11:02:43;;
;390;2004-01-14;11:21:52;;
;390;2006-02-14;18:36:17;;
;390;2006-02-15;10:28:55;;
;391;2006-02-15;11:14:18;;
;391;2007-04-10;13:40:28;;
;391;2007-04-10;13:45:57;;
;391;2007-10-09;12:57:47;;
;391;2007-10-09;13:04:55;;
;391;2007-10-09;13:06:52;;
;391;2008-06-24;10:38:29;;
;392;2003-06-18;17:03:01;;
;392;2003-06-18;17:04:39;;
;392;2003-06-18;17:05:28;;
;392;2003-10-23;18:22:04;;
;392;2004-03-17;12:42:52;;
;392;2005-03-17;19:22:20;;
;392;2006-02-14;18:36:09;;
;392;2006-02-15;10:31:05;;
;393;2006-02-21;10:27:19;;
;393;2006-03-24;8:43:48;;
;393;2007-04-09;12:14:03;;
;393;2007-04-09;12:15:00;;
;393;2007-04-09;12:15:36;;
;394;1997-09-30;22:54:36;;
;394;2000-12-13;10:13:03;;
;394;2001-01-15;18:30:33;;
;394;2001-01-15;18:30:54;;
;395;1997-09-30;22:55:41;;
;395;2001-07-23;12:14:45;;
;395;2001-12-03;20:21:27;;
;395;2003-07-23;13:31:35;;
;396;1997-11-05;10:37:48;;
;396;1997-11-05;19:11:14;;
;396;2000-12-13;10:15:37;;
;397;1997-11-10;17:43:26;;
;397;2001-07-24;11:36:06;;
;397;2003-07-23;13:31:57;;
;398;1998-01-13;20:48:00;;
;398;2001-07-24;11:36:18;;
;398;2003-07-23;13:32:21;;
;399;1997-09-30;22:52:10;;
;399;2001-07-23;12:14:57;;
;399;2003-07-23;13:32:41;;
;400;1998-01-13;20:46:18;;
;400;1998-01-13;20:49:02;;
;400;2001-07-24;11:36:31;;
;400;2003-07-23;13:33:05;;
;401;1997-10-21;20:35:12;;
;401;2001-07-23;12:15:10;;
;401;2003-07-23;13:33:29;;
;402;1998-01-13;20:49:44;;
;402;2001-07-24;11:36:44;;
;402;2003-07-23;13:33:53;;
;403;1997-11-05;10:28:43;;
;403;1997-11-05;19:11:14;;
;404;1997-10-01;11:55:43;;
;404;2001-07-24;11:36:56;;
;404;2003-07-23;13:34:19;;
;406;1997-09-30;20:41:57;;
;407;1997-09-30;20:42:57;;
;408;1997-09-30;20:43:50;;
;409;1997-09-30;20:44:49;;
;410;1997-09-30;20:45:57;;
;411;1997-09-30;20:47:02;;
;412;1998-07-06;17:57:53;;
;412;1998-07-07;12:19:37;;
;412;2001-07-24;11:47:12;;
;413;1998-07-06;17:59:48;;
;413;1998-07-07;12:19:37;;
;413;2001-07-24;11:47:24;;
;414;1999-06-04;2:06:57;;
;414;1999-06-04;2:10:19;;
;415;2007-02-05;17:05:51;;
;415;2007-02-05;17:06:49;;
;415;1999-06-04;2:14:08;;
;415;1999-06-04;4:34:51;;
;416;1999-06-04;4:39:58;;
;417;2012-07-25;12:20:17;;
;418;2012-07-25;12:18:25;;
;418;2012-07-25;12:19:29;;
;418;2012-07-25;12:24:44;;
;419;2012-07-25;12:19:46;;
;419;2012-07-25;12:20:03;;
;420;2007-02-05;19:01:13;;
;420;2007-02-05;19:02:13;;
;420;2007-02-05;19:02:31;;
;420;1999-06-04;4:39:08;;
;420;1999-06-04;4:39:38;;
;420;1999-06-04;4:41:14;;
;420;2012-07-25;12:20:34;;
;421;2012-07-25;12:20:48;;
;421;2012-07-25;12:21:04;;
;422;2007-02-05;12:07:24;;
;422;2007-02-05;12:07:56;;
;422;2007-02-05;12:08:34;;
;422;2007-02-05;12:45:53;;
;423;2007-02-05;12:55:12;;
;423;2007-02-05;12:59:46;;
;423;2007-02-05;17:02:15;;
;424;2007-02-05;12:49:37;;
;424;2007-02-05;12:49:56;;
;424;2007-02-05;12:57:10;;
;424;2007-02-05;13:00:15;;
;425;2007-02-05;12:45:26;;
;425;2007-02-05;12:49:20;;
;425;2007-02-05;13:00:00;;
;425;2007-02-05;17:02:42;;
;426;2007-02-05;12:53:23;;
;426;2007-02-05;12:54:04;;
;427;2007-02-05;12:56:01;;
;427;2007-02-05;12:56:35;;
;427;2007-02-05;13:00:40;;
;427;2007-02-05;17:03:16;;
;428;2007-02-05;12:47:38;;
;428;2007-02-05;12:48:36;;
;428;2007-02-05;12:55:44;;
;428;2007-02-05;13:01:01;;
;429;2007-02-05;12:55:58;;
;429;2007-02-05;12:56:21;;
;429;2007-02-05;13:01:16;;
;429;2007-02-05;17:04:11;;
;430;2007-02-05;17:04:44;;
;430;2007-02-05;17:05:40;;
;431;1999-06-04;4:37:11;;
;431;1999-06-04;4:37:33;;
;431;1999-06-04;4:38:09;;
;432;2007-02-05;17:07:09;;
;432;2007-02-05;19:00:43;;
;432;2007-02-05;19:01:35;;
;433;1999-06-04;4:38:43;;
;433;1999-06-04;4:40:49;;
;434;2014-04-29;17:03:46;;
;435;2014-04-29;17:04:31;;
;436;2014-04-29;17:05:17;;
;437;2014-04-29;17:05:15;;
;438;2014-04-29;17:05:19;;
;439;2014-04-29;17:51:39;;
;440;2014-04-29;17:04:26;;
;441;2014-04-29;17:04:00;;
;442;2014-04-29;17:04:02;;
;443;2014-04-29;17:03:59;;
;444;2014-04-29;17:05:13;;
;445;2014-04-29;17:05:10;;
;446;2014-04-29;17:05:09;;
;447;2014-04-29;17:04:33;;
;448;2014-04-29;17:05:12;;
;449;2014-04-29;17:04:35;;
;450;2014-04-29;17:04:21;;
;451;2014-04-29;17:03:44;;
;452;2014-04-29;17:03:54;;
;453;2014-04-29;17:02:53;;
;454;2014-04-29;17:03:49;;
;455;2014-04-29;17:04:28;;
;456;2014-04-29;17:03:51;;
;457;2014-04-29;17:03:48;;
;457;2014-04-29;17:11:53;;
;458;2014-04-29;17:03:57;;
;459;2014-04-29;17:03:52;;
;460;2014-04-29;17:03:55;;
;461;2014-04-29;17:04:06;;
;462;2014-04-29;17:03:39;;
;463;2014-04-29;17:01:22;;
;463;2014-04-29;17:02:42;;
;464;1998-01-27;21:28:59;;
;464;1998-01-30;9:28:45;;
;465;1998-01-27;21:29:14;;
;465;1998-01-27;21:30:08;;
;465;1998-01-30;9:28:45;;
;466;1998-01-27;21:29:16;;
;466;1998-01-27;21:31:15;;
;466;1998-01-30;9:28:45;;
;467;2014-03-28;10:47:45;;
;468;1998-01-27;21:13:28;;
;468;1998-01-28;11:41:28;;
;468;1998-01-30;9:34:55;;
;468;2001-07-24;11:48:47;;
;469;2001-07-24;11:51:27;;
;470;1998-01-27;21:14:21;;
;470;1998-01-28;11:41:28;;
;470;1998-01-30;9:34:55;;
;471;1998-01-27;21:14:29;;
;471;1998-01-27;21:15:00;;
;471;1998-01-28;11:41:28;;
;471;1998-01-30;9:34:55;;
;472;1998-01-27;21:12:03;;
;472;1998-01-28;11:41:28;;
;472;1998-01-30;9:34:55;;
;472;1998-01-30;9:36:12;;
;473;1998-01-27;21:12:50;;
;473;1998-01-28;11:41:28;;
;473;1998-01-30;9:34:55;;
;473;2001-07-24;11:48:28;;
;473;2007-07-27;12:09:58;;
;474;1998-01-27;21:10:17;;
;474;1998-01-28;11:39:33;;
;474;1998-01-30;9:41:39;;
;474;2001-07-24;11:53:35;;
;476;2007-07-25;12:54:12;;
;477;1998-01-27;21:09:34;;
;477;1998-01-28;11:48:34;;
;477;2001-07-24;11:47:33;;
;477;2007-07-25;12:51:40;;
;478;2001-07-24;11:54:07;;
;478;2014-03-17;12:55:39;;
;479;1998-01-27;21:15:45;;
;479;1998-01-28;11:46:05;;
;479;1998-01-30;9:34:24;;
;480;1998-01-27;21:15:59;;
;480;1998-01-27;21:17:27;;
;480;1998-01-28;11:46:05;;
;480;1998-01-30;9:34:24;;
;481;2004-03-12;13:56:38;;
;482;2004-03-12;13:58:48;;
;484;1998-01-28;11:58:58;;
;484;1998-01-30;9:40:43;;
;485;1998-01-27;21:33:46;;
;486;1998-01-28;11:50:11;;
;487;1998-01-28;11:51:56;;
;488;1998-01-30;9:47:53;;
;489;1998-01-30;9:48:06;;
;489;1998-01-30;9:52:51;;
;490;1998-01-28;11:57:25;;
;490;1998-01-30;9:33:43;;
;490;1998-01-30;10:26:20;;
;491;1998-01-28;12:01:51;;
;491;1998-01-28;12:03:50;;
;491;1998-01-30;9:36:46;;
;491;1998-01-30;9:38:06;;
;492;1998-01-27;8:55:11;;
;492;1998-01-28;19:16:21;;
;492;1998-01-30;9:32:35;;
;493;1998-01-27;21:34:27;;
;493;1998-01-28;11:42:48;;
;493;2001-07-24;11:59:00;;
;493;2014-03-28;12:03:37;;
;495;1998-01-27;21:26:26;;
;495;1998-01-28;11:32:20;;
;495;2001-07-24;12:00:18;;
;495;2014-03-28;12:06:41;;
;496;2004-05-11;17:11:53;;
;496;2004-05-12;17:08:23;;
;497;2007-04-09;13:17:22;;
;498;2007-04-09;13:17:37;;
;498;2007-04-09;13:18:12;;
;499;2007-04-09;12:59:18;;
;499;2007-04-09;13:01:12;;
;499;2007-04-09;13:06:25;;
;499;2007-04-09;13:08:49;;
;500;2007-04-09;13:01:30;;
;500;2007-04-09;13:03:13;;
;500;2007-04-09;13:09:38;;
;501;2007-04-09;13:06:02;;
;501;2007-04-09;13:09:01;;
;502;2007-04-09;13:06:42;;
;502;2007-04-09;13:07:18;;
;502;2007-04-09;13:09:49;;
;503;1998-01-27;8:46:04;;
;503;1998-01-28;11:33:58;;
;504;1998-01-28;11:32:48;;
;504;1998-01-28;11:34:04;;
;505;1998-01-28;11:32:50;;
;505;1998-01-28;11:34:14;;
;506;1998-01-28;11:32:51;;
;506;1998-01-28;11:34:23;;
;507;1998-01-28;11:32:52;;
;507;1998-01-28;11:34:32;;
;508;1998-01-28;11:32:53;;
;508;1998-01-28;11:34:41;;
;509;1998-01-28;11:32:54;;
;509;1998-01-28;11:34:56;;
;510;1998-01-28;11:32:55;;
;510;1998-01-28;11:35:07;;
;511;1998-01-28;11:32:56;;
;511;1998-01-28;11:35:16;;
;512;1998-01-28;11:32:57;;
;512;1998-01-28;11:35:27;;
;513;1998-01-27;8:40:22;;
;513;1998-01-27;8:44:22;;
;514;1998-01-27;8:42:51;;
;514;1998-01-28;11:36:06;;
;515;1998-01-28;11:35:47;;
;515;1998-01-28;11:36:19;;
;516;1998-01-28;11:35:48;;
;516;1998-01-28;11:36:29;;
;517;1998-01-28;11:35:49;;
;517;1998-01-28;11:36:38;;
;518;1998-01-28;11:35:50;;
;518;1998-01-28;11:36:46;;
;519;1998-01-28;11:35:52;;
;519;1998-01-28;11:36:57;;
;520;1998-01-28;11:35:53;;
;520;1998-01-28;11:37:09;;
;521;2004-05-12;17:06:49;;
;522;1998-01-27;8:49:48;;
;522;2001-07-24;12:12:41;;
;523;1998-01-27;8:49:56;;
;523;1998-01-27;8:50:49;;
;523;2001-07-24;12:12:51;;
;524;1997-11-18;13:25:19;;
;524;1997-11-18;13:49:35;;
;524;2014-04-08;10:12:25;;
;524;2014-04-08;10:13:59;;
;524;2014-04-08;10:25:27;;
;524;2014-04-08;10:25:55;;
;525;1997-11-18;13:27:04;;
;525;1997-11-18;13:49:35;;
;525;2014-04-08;10:13:33;;
;525;2014-04-08;10:14:09;;
;525;2014-04-08;10:26:59;;
;526;2003-09-03;11:47:28;;
;526;2014-04-08;10:15:24;;
;526;2014-04-08;10:27:10;;
;527;2002-02-12;17:23:09;;
;527;2014-04-08;10:15:38;;
;527;2014-04-08;10:27:17;;
;528;2002-02-12;17:23:36;;
;528;2014-04-08;10:15:51;;
;528;2014-04-08;10:27:25;;
;529;2012-05-09;12:33:08;;
;530;2012-05-09;12:33:35;;
;530;2012-05-09;12:35:24;;
;531;2012-05-09;12:35:31;;
;531;2012-05-09;12:37:52;;
;532;2002-02-12;17:24:34;;
;532;2002-02-12;17:25:51;;
;533;2002-02-12;17:28:01;;
;534;1997-11-18;12:29:32;;
;534;1997-11-20;16:28:34;;
;534;1997-11-20;16:29:40;;
;535;1997-11-18;13:37:57;;
;535;1997-11-18;13:49:36;;
;536;1997-11-18;13:04:52;;
;536;1997-11-18;13:49:34;;
;537;1997-11-18;13:10:49;;
;537;1997-11-18;13:49:34;;
;538;1997-11-18;13:39:16;;
;538;1997-11-18;13:49:37;;
;539;1997-11-18;13:03:59;;
;539;1997-11-18;13:49:34;;
;540;1997-11-18;13:03:22;;
;540;1997-11-18;13:49:34;;
;541;1997-11-18;13:19:09;;
;541;1997-11-18;13:49:35;;
;542;1997-11-18;13:40:10;;
;542;1997-11-18;13:49:37;;
;543;1997-11-18;13:18:03;;
;543;1997-11-18;13:49:35;;
;544;1997-11-18;13:17:23;;
;544;1997-11-18;13:49:35;;
;545;1997-11-18;13:15:36;;
;545;1997-11-18;13:49:35;;
;545;1998-01-14;20:13:33;;
;546;1997-11-18;13:13:38;;
;546;1997-11-18;13:49:34;;
;546;1998-01-14;20:12:34;;
;547;1997-11-18;13:11:28;;
;547;1997-11-18;13:49:34;;
;548;1997-11-18;12:59:02;;
;548;1997-11-18;13:00:39;;
;548;1997-11-18;13:49:34;;
;548;1997-11-20;16:34:21;;
;548;1997-11-20;16:35:29;;
;549;1997-11-18;13:47:51;;
;549;1997-11-18;13:49:37;;
;550;1997-11-18;13:23:27;;
;550;1997-11-18;13:49:35;;
;551;1997-11-18;13:30:40;;
;551;1997-11-18;13:49:36;;
;552;1997-11-18;13:28:47;;
;552;1997-11-18;13:49:36;;
;553;1997-11-18;13:35:46;;
;553;1997-11-18;13:49:36;;
;554;1997-11-18;13:32:37;;
;554;1997-11-18;13:49:36;;
;555;1997-11-18;13:31:51;;
;555;1997-11-18;13:49:36;;
;556;1997-11-18;13:26:18;;
;556;1997-11-18;13:49:35;;
;557;1997-11-18;13:09:53;;
;557;1997-11-18;13:49:34;;
;558;1997-11-18;13:47:10;;
;558;1997-11-18;13:49:37;;
;559;1997-11-18;13:43:29;;
;559;1997-11-18;13:49:37;;
;560;1997-11-18;13:46:26;;
;560;1997-11-18;13:49:37;;
;561;1997-11-18;13:42:35;;
;561;1997-11-18;13:49:37;;
;562;1997-11-18;12:52:43;;
;562;1997-11-18;13:49:33;;
;563;1997-11-18;12:51:13;;
;563;1997-11-18;12:52:02;;
;563;1997-11-18;13:49:33;;
;564;1997-11-18;12:49:31;;
;564;1997-11-18;13:49:33;;
;565;1997-11-18;13:01:59;;
;565;1997-11-18;13:49:34;;
;566;1997-11-18;13:02:39;;
;566;1997-11-18;13:49:34;;
;567;1997-11-18;13:20:06;;
;567;1997-11-18;13:49:35;;
;568;1997-11-18;13:20:54;;
;568;1997-11-18;13:49:35;;
;569;1997-11-18;13:38:36;;
;569;1997-11-18;13:49:36;;
;570;1997-11-18;13:36:33;;
;570;1997-11-18;13:49:36;;
;571;1997-11-18;13:37:19;;
;571;1997-11-18;13:49:36;;
;572;1997-11-18;12:30:59;;
;572;1997-11-18;12:34:38;;
;573;1997-11-18;12:46:37;;
;573;1997-11-18;13:49:33;;
;574;2007-04-09;13:13:27;;
;574;2007-04-11;9:15:29;;
;575;1997-11-18;12:37:21;;
;575;1997-11-18;13:49:33;;
;575;2001-10-31;12:27:08;;
;578;1997-11-18;13:16:14;;
;579;2003-09-03;11:23:10;;
;580;1997-11-18;12:39:54;;
;580;1997-11-18;13:49:33;;
;580;2001-10-31;12:41:52;;
;581;1997-11-18;12:59:51;;
;582;1997-11-18;12:55:29;;
;582;1997-11-18;12:56:48;;
;583;1997-11-18;12:45:10;;
;583;1997-11-18;13:49:33;;
;584;1998-01-28;12:00:30;;
;584;1998-01-28;12:01:21;;
;584;2001-07-24;12:00:07;;
;585;1997-11-18;12:48:02;;
;586;1997-11-18;19:06:06;;
;586;1997-11-18;19:19:03;;
;586;1997-11-20;16:27:18;;
;587;1997-11-18;18:08:41;;
