id;idmaterial;fecha;hora;idUsuario;observaciones
;587;1997-11-18;19:19:01;;
;588;1997-11-18;18:13:52;;
;588;1997-11-18;19:19:01;;
;589;1997-11-18;16:27:51;;
;590;1997-11-18;16:26:00;;
;591;1997-11-18;16:19:52;;
;591;1997-11-18;19:18:58;;
;592;1997-11-18;16:23:46;;
;592;1997-11-18;16:24:43;;
;593;1997-11-18;16:30:15;;
;593;1997-11-18;16:33:55;;
;593;1997-11-18;16:37:38;;
;596;2004-05-26;13:34:03;;
;596;2004-05-26;13:34:28;;
;598;1998-07-06;18:02:53;;
;598;1998-07-06;18:04:01;;
;603;2007-01-23;11:59:02;;
;604;2007-01-23;8:34:49;;
;604;2007-01-23;8:37:10;;
;604;2007-01-23;8:41:55;;
;612;2007-01-23;11:35:19;;
;614;2007-01-23;9:10:40;;
;615;2007-01-23;9:14:39;;
;616;2007-01-23;9:04:51;;
;617;2007-01-23;9:17:22;;
;624;2007-01-23;11:32:44;;
;627;2007-01-24;12:08:24;;
;628;2007-01-23;8:41:28;;
;628;2007-01-23;8:45:07;;
;630;2007-03-02;11:59:04;;
;631;2007-01-23;9:02:39;;
;632;2007-01-23;8:49:34;;
;633;2007-01-23;8:53:42;;
;634;1997-11-18;17:06:49;;
;634;1997-11-18;17:23:55;;
;634;1997-11-18;19:19:00;;
;635;1997-11-18;17:01:44;;
;635;1997-11-18;17:03:55;;
;635;1997-11-18;17:23:55;;
;635;1997-11-18;19:19:00;;
;635;2008-05-26;16:54:19;;
;637;1997-11-18;16:45:15;;
;637;1997-11-18;17:23:55;;
;637;1997-11-18;19:18:59;;
;638;1997-11-18;16:48:29;;
;638;1997-11-18;17:23:55;;
;638;1997-11-18;19:19:00;;
;639;1997-11-18;18:46:26;;
;639;1997-11-18;19:19:02;;
;640;1997-11-18;16:40:05;;
;640;1997-11-18;17:23:54;;
;640;1997-11-18;19:18:59;;
;641;1997-11-18;18:04:51;;
;641;1997-11-18;18:06:21;;
;641;1997-11-18;18:07:31;;
;641;1997-11-18;19:19:01;;
;642;1997-11-18;17:49:37;;
;642;1997-11-18;19:19:00;;
;643;1997-11-18;17:39:21;;
;643;1997-11-18;19:19:00;;
;644;1997-11-18;18:37:45;;
;644;1997-11-18;19:19:02;;
;645;1997-11-18;17:53:09;;
;645;1997-11-18;19:19:01;;
;646;1997-11-18;17:52:03;;
;646;1997-11-18;19:19:00;;
;647;1997-11-18;19:03:33;;
;647;1997-11-18;19:19:03;;
;648;1997-11-18;18:36:17;;
;648;1997-11-18;19:19:02;;
;649;1997-11-18;18:47:32;;
;649;1997-11-18;19:19:02;;
;650;1997-11-18;17:50:43;;
;650;1997-11-18;19:19:00;;
;651;1997-11-18;17:11:55;;
;651;1997-11-18;17:23:55;;
;651;1997-11-18;19:19:00;;
;652;1997-11-18;16:41:44;;
;652;1997-11-18;17:23:54;;
;652;1997-11-18;19:18:59;;
;653;1997-11-18;16:43:49;;
;653;1997-11-18;17:23:54;;
;653;1997-11-18;19:18:59;;
;654;1997-11-18;17:14:17;;
;654;1997-11-18;19:19:00;;
;655;1997-11-18;18:41:20;;
;655;1997-11-18;18:44:09;;
;655;1997-11-18;19:19:02;;
;656;1997-11-18;18:45:22;;
;656;1997-11-18;19:19:02;;
;657;1997-11-18;18:17:57;;
;657;1997-11-18;19:19:01;;
;658;1997-11-18;18:49:33;;
;658;1997-11-18;19:19:02;;
;659;1997-11-18;18:58:28;;
;659;1997-11-18;19:19:02;;
;660;1997-11-18;17:55:50;;
;660;1997-11-18;19:19:01;;
;661;1997-11-18;18:59:27;;
;661;1997-11-18;19:19:03;;
;662;1997-11-18;17:57:04;;
;662;1997-11-18;19:19:01;;
;663;1997-11-18;17:57:54;;
;663;1997-11-18;17:58:44;;
;663;1997-11-18;19:19:01;;
;664;1997-11-18;17:54:01;;
;664;1997-11-18;19:19:01;;
;665;1997-11-18;17:54:56;;
;665;1997-11-18;19:19:01;;
;666;2008-05-27;10:42:03;;
;667;2008-05-27;10:42:27;;
;668;1997-11-18;16:47:16;;
;668;1997-11-18;17:23:55;;
;668;1997-11-18;19:18:59;;
;668;2008-05-26;17:21:03;;
;668;2008-05-26;17:21:33;;
;670;2008-05-27;10:44:52;;
;671;2008-05-27;10:45:15;;
;673;2008-05-27;10:45:52;;
;674;2008-05-27;10:46:09;;
;676;2008-05-27;10:46:52;;
;677;2008-05-27;10:47:15;;
;678;2008-05-27;10:47:37;;
;679;2008-05-27;10:47:53;;
;680;2008-05-27;10:48:08;;
;681;2008-05-27;10:48:47;;
;682;2008-05-27;10:49:07;;
;683;2008-05-27;10:49:38;;
;684;2008-05-27;10:49:58;;
;685;2008-05-27;10:50:15;;
;686;2008-05-27;10:50:32;;
;687;2008-05-27;10:50:50;;
;688;2008-05-27;10:51:06;;
;689;1997-11-18;18:34:48;;
;689;1997-11-18;19:19:02;;
;689;2008-05-26;17:24:43;;
;690;2008-05-27;10:51:49;;
;691;2008-05-27;10:52:06;;
;692;2008-05-27;10:52:27;;
;693;2008-05-27;10:52:50;;
;694;2008-05-27;10:53:08;;
;695;2008-05-27;10:53:24;;
;696;2008-05-27;10:53:46;;
;697;2008-05-27;10:54:00;;
;698;2008-05-27;11:19:01;;
;699;2008-05-27;11:37:38;;
;700;2008-05-27;11:38:28;;
;701;2008-05-27;11:39:42;;
;702;2008-05-27;11:40:14;;
;703;2008-05-27;11:40:46;;
;704;2008-05-27;11:46:22;;
;705;2008-05-27;11:46:48;;
;706;2008-05-27;12:05:40;;
;707;2008-05-27;11:48:18;;
;708;2008-05-27;11:48:47;;
;709;2008-05-27;11:49:24;;
;710;2008-05-27;11:49:54;;
;711;2008-05-27;11:50:24;;
;712;2008-05-27;11:51:48;;
;713;2008-05-27;11:52:26;;
;714;2008-05-27;11:53:00;;
;715;2008-05-27;11:53:27;;
;716;2008-05-27;11:54:04;;
;717;2008-05-27;11:54:29;;
;718;2008-05-27;11:54:56;;
;719;2008-05-27;11:55:41;;
;720;2008-05-27;11:56:10;;
;721;2008-05-27;11:56:53;;
;722;2008-05-27;11:57:17;;
;723;2008-05-27;11:57:51;;
;724;2008-05-27;11:58:26;;
;725;2008-05-27;11:59:01;;
;726;2008-05-27;11:59:30;;
;727;2008-05-27;12:00:00;;
;728;2008-05-27;12:00:53;;
;729;2008-05-27;12:01:20;;
;730;2008-05-27;10:55:09;;
;731;2008-05-27;11:37:40;;
;732;2008-05-27;10:44:27;;
;732;2008-05-27;10:44:44;;
;733;2008-05-27;11:39:45;;
;734;2008-05-27;11:40:17;;
;735;2008-05-27;10:45:36;;
;735;2008-05-27;10:45:45;;
;736;2008-05-27;11:46:24;;
;737;2008-05-27;11:46:51;;
;738;2008-05-27;12:05:37;;
;739;2008-05-27;10:46:33;;
;739;2008-05-27;10:46:42;;
;740;2008-05-27;11:48:49;;
;741;2008-05-27;11:49:22;;
;742;2008-05-27;11:49:52;;
;743;2008-05-27;11:50:22;;
;744;2008-05-27;11:51:46;;
;745;2008-05-27;11:52:24;;
;746;2008-05-27;11:52:58;;
;747;2008-05-27;11:53:23;;
;748;2008-05-27;11:54:02;;
;749;2008-05-27;11:54:27;;
;750;2008-05-27;11:54:54;;
;751;2008-05-27;11:55:38;;
;752;2008-05-27;11:56:08;;
;753;2008-05-27;11:56:51;;
;754;2008-05-27;11:57:14;;
;755;2008-05-27;11:57:48;;
;756;2008-05-27;11:58:23;;
;757;2008-05-27;11:58:58;;
;758;2008-05-27;11:59:27;;
;759;2008-05-27;11:59:57;;
;760;2008-05-27;12:00:51;;
;761;2008-05-27;12:01:18;;
;763;1997-11-18;19:11:03;;
;763;1997-11-18;19:19:03;;
;763;2014-04-10;12:09:17;;
;763;2014-04-10;12:09:47;;
;764;1997-11-18;19:09:48;;
;764;1997-11-18;19:19:03;;
;764;2014-04-10;12:21:48;;
;765;1997-11-18;19:17:48;;
;765;1997-11-18;19:19:04;;
;765;2014-04-10;12:10:31;;
;766;1997-11-18;19:08:45;;
;766;1997-11-18;19:19:03;;
;766;2014-04-10;12:22:25;;
;767;1997-11-18;19:13:51;;
;767;1997-11-18;19:19:04;;
;767;1997-11-28;21:15:56;;
;767;1998-07-06;10:46:36;;
;767;1998-10-21;19:06:49;;
;767;2014-04-10;12:10:58;;
;768;1997-11-18;19:07:13;;
;768;1997-11-18;19:19:03;;
;768;2014-04-10;12:22:43;;
;769;1997-11-18;19:11:49;;
;769;1997-11-18;19:19:04;;
;769;2014-04-10;12:11:34;;
;770;2004-05-26;13:40:55;;
;770;2014-04-10;12:23:18;;
;771;2004-05-26;13:40:08;;
;771;2004-05-26;13:42:12;;
;771;2014-04-10;12:23:43;;
;772;1997-11-19;10:38:41;;
;772;1997-11-19;11:40:33;;
;773;1997-11-19;10:40:00;;
;773;1997-11-19;11:40:33;;
;774;1997-11-19;8:34:55;;
;774;1997-11-19;8:55:40;;
;775;1997-11-19;8:39:16;;
;775;1997-11-19;8:55:41;;
;776;1997-11-19;8:45:11;;
;776;1997-11-19;8:55:41;;
;777;1997-11-19;8:46:53;;
;778;1997-10-20;13:33:28;;
;779;1997-11-18;21:51:45;;
;780;1997-11-19;8:50:15;;
;781;1997-09-30;12:06:44;;
;782;1997-09-30;12:08:47;;
;783;1997-09-30;12:09:58;;
;784;1997-09-30;12:04:31;;
;785;1997-09-30;12:06:03;;
;786;1997-09-30;12:10:58;;
;787;1997-09-30;12:09:21;;
;788;1998-12-02;17:38:44;;
;789;1997-09-30;12:10:30;;
;789;1998-12-02;17:34:10;;
;789;1998-12-02;17:41:18;;
;790;1997-09-30;12:05:14;;
;791;2012-07-25;13:17:52;;
;792;1997-11-19;8:49:10;;
;792;1997-11-19;8:55:41;;
;793;1997-11-19;8:48:09;;
;793;1997-11-19;8:55:41;;
;794;1997-11-18;21:36:06;;
;795;1997-11-19;10:49:41;;
;795;1997-11-19;11:40:34;;
;797;1998-07-06;18:08:32;;
;797;1998-07-06;18:08:48;;
;797;2002-01-15;19:16:08;;
;797;2002-01-15;19:19:35;;
;797;2004-05-26;13:26:27;;
;798;2002-01-15;19:19:06;;
;798;2004-05-26;13:26:41;;
;799;2002-01-15;19:20:38;;
;799;2004-05-26;13:27:00;;
;800;1997-11-19;8:33:05;;
;800;1997-11-19;8:55:40;;
;801;1997-11-19;8:33:53;;
;802;1997-11-19;10:54:21;;
;802;1997-11-19;11:25:32;;
;802;1997-11-19;11:40:34;;
;803;1997-11-19;8:30:05;;
;804;2004-03-02;17:09:42;;
;812;2004-02-24;13:58:14;;
;817;2004-02-24;11:20:35;;
;822;2004-03-02;16:39:01;;
;822;2004-03-02;16:43:18;;
;824;2004-03-02;16:40:53;;
;830;2004-02-24;13:25:20;;
;835;2004-02-24;13:24:13;;
;844;2004-02-24;11:06:33;;
;844;2004-02-24;11:14:04;;
;844;2004-03-02;16:34:53;;
;846;2004-02-24;12:46:37;;
;848;2004-02-24;12:51:06;;
;854;1997-11-14;11:34:45;;
;854;1997-11-14;11:35:53;;
;854;1997-11-14;11:37:25;;
;855;1997-10-20;14:08:51;;
;855;1998-01-08;10:42:05;;
;855;1998-01-08;10:45:39;;
;856;1997-10-20;13:43:31;;
;856;1997-10-20;13:44:46;;
;856;1998-01-08;10:41:45;;
;856;1998-01-08;10:45:39;;
;857;1998-01-08;10:47:47;;
;857;2001-10-17;9:05:01;;
;858;1997-10-20;13:28:36;;
;858;2001-10-17;9:05:20;;
;858;2009-11-24;10:48:38;;
;859;2009-11-24;10:49:52;;
;860;1997-10-20;13:37:11;;
;861;1997-11-18;21:19:36;;
;862;1997-11-18;21:36:58;;
;863;2015-06-16;11:12:34;;
;863;2015-06-16;11:14:08;;
;864;2015-06-18;9:05:19;;
;865;2015-06-18;9:11:03;;
;866;2015-06-18;9:08:58;;
;867;2015-06-16;11:21:52;;
;868;2015-06-16;11:20:46;;
;869;2015-06-15;13:17:11;;
;870;2015-06-16;11:28:49;;
;871;2015-06-16;11:54:34;;
;872;2015-06-16;11:35:00;;
;873;2015-06-16;11:33:07;;
;874;2015-06-15;12:07:03;;
;875;2015-06-16;11:41:16;;
;876;2015-06-15;13:22:49;;
;876;2015-06-15;13:23:45;;
;876;2015-06-15;13:24:45;;
;877;2015-06-15;12:06:28;;
;878;2015-06-15;13:11:45;;
;879;2015-06-16;11:57:50;;
;880;2015-06-16;11:16:58;;
;881;2015-06-15;12:08:33;;
;882;2015-06-16;12:01:35;;
;883;2015-06-16;12:00:32;;
;884;2015-06-16;12:01:38;;
;885;2015-06-15;11:26:35;;
;886;2015-06-15;11:23:14;;
;886;2015-06-15;11:26:11;;
;886;2015-06-15;11:28:05;;
;887;2015-06-15;12:09:16;;
;888;2015-06-15;12:05:56;;
;889;2015-06-15;13:16:45;;
;890;2015-06-15;12:48:03;;
;891;2015-06-15;12:32:42;;
;892;2015-06-15;13:06:58;;
;893;2015-06-15;12:44:51;;
;894;2015-06-15;13:15:24;;
;895;2015-06-16;11:55:44;;
;896;2015-06-16;11:27:49;;
;899;2002-03-20;19:15:43;;
;899;2003-10-29;17:58:26;;
;900;2001-10-30;10:24:20;;
;900;2002-02-20;8:24:03;;
;901;2001-10-30;10:25:31;;
;902;2001-10-30;10:07:36;;
;903;2001-10-30;10:21:46;;
;904;2001-10-30;9:48:04;;
;904;2001-10-30;9:48:49;;
;905;2001-10-30;10:05:30;;
;906;2001-10-30;10:35:14;;
;907;2001-10-30;10:37:20;;
;908;2001-10-30;10:31:17;;
;909;2001-10-30;10:32:43;;
;910;2001-10-30;10:27:30;;
;911;2001-10-30;10:29:33;;
;912;2001-10-30;11:00:06;;
;913;2001-10-30;11:01:12;;
;914;2001-10-30;10:57:44;;
;915;2001-10-30;10:58:48;;
;916;2001-10-30;10:48:35;;
;917;2001-10-30;10:56:29;;
;918;2001-10-31;9:11:02;;
;918;2001-10-31;9:16:39;;
;919;2001-10-31;9:12:13;;
;919;2001-10-31;9:18:11;;
;919;2001-10-31;9:19:08;;
;920;2001-10-31;9:07:52;;
;921;2001-10-31;9:09:24;;
;922;2001-10-30;11:03:04;;
;923;2001-10-30;11:04:27;;
;924;2001-10-31;9:32:57;;
;925;2001-10-31;9:33:48;;
;926;2001-10-31;9:30:00;;
;927;2001-10-31;9:31:57;;
;928;2001-10-31;9:27:51;;
;929;2001-10-31;9:29:07;;
;930;2001-10-31;10:00:54;;
;931;2001-10-31;10:02:02;;
;932;2001-10-31;9:58:14;;
;932;2001-10-31;10:03:42;;
;933;2001-10-31;10:00:02;;
;934;2001-10-31;9:56:18;;
;935;2001-10-31;9:57:16;;
;935;2001-10-31;10:02:55;;
;935;2001-10-31;10:03:23;;
;936;1997-11-19;11:51:53;;
;936;1997-11-19;12:03:21;;
;936;1997-11-19;18:02:39;;
;936;2001-10-16;19:38:40;;
;936;2012-07-25;12:56:04;;
;937;2001-10-16;19:41:19;;
;937;2012-07-25;12:56:18;;
;937;2014-03-31;13:04:50;;
;938;2001-10-16;19:36:28;;
;939;1998-07-06;18:10:03;;
;939;1998-07-06;18:12:52;;
;940;1997-11-19;17:40:09;;
;940;1997-11-19;18:02:44;;
;941;1997-11-19;17:39:22;;
;941;1997-11-19;18:02:44;;
;942;1997-11-19;17:42:07;;
;942;1997-11-19;18:02:45;;
;943;1997-11-19;17:41:10;;
;943;1997-11-19;18:02:45;;
;944;1997-11-19;17:37:24;;
;944;1997-11-19;18:02:44;;
;945;1997-11-19;17:38:16;;
;945;1997-11-19;18:02:44;;
;946;1997-11-19;17:36:30;;
;946;1997-11-19;18:02:44;;
;947;1997-11-19;17:35:35;;
;947;1997-11-19;18:02:44;;
;948;2014-04-29;12:31:32;;
;949;2014-04-29;12:31:04;;
;950;2014-04-29;12:30:54;;
;951;2014-04-29;12:31:17;;
;952;2014-04-29;12:30:50;;
;953;2014-04-29;12:31:15;;
;954;2014-04-29;12:31:13;;
;955;1997-11-19;17:43:32;;
;955;1997-11-19;18:02:45;;
;955;2014-04-29;11:16:16;;
;955;2014-04-29;11:17:09;;
;956;2014-04-29;12:30:47;;
;957;2014-04-29;12:31:07;;
;958;2014-04-29;12:36:04;;
;959;2014-04-29;12:37:38;;
;960;2014-04-29;12:36:47;;
;961;2014-04-29;12:40:56;;
;961;2014-04-29;12:47:34;;
;962;2014-04-29;12:38:41;;
;963;2014-04-29;12:41:37;;
;964;2014-04-29;12:41:35;;
;965;2014-04-29;12:40:00;;
;966;2014-04-29;12:41:59;;
;968;2014-04-29;12:40:54;;
;969;2014-04-29;12:41:31;;
;970;2014-04-29;12:41:22;;
;971;2014-04-29;12:41:29;;
;972;2014-04-29;12:41:04;;
;973;2014-04-29;12:41:09;;
;974;2014-04-29;12:41:06;;
;975;2014-04-29;12:41:12;;
;976;2014-04-29;12:41:15;;
;977;2014-04-29;12:38:09;;
;977;2014-04-29;12:38:34;;
;978;2014-04-29;12:41:00;;
;979;2014-04-29;12:41:33;;
;980;2014-04-29;12:42:01;;
;981;2014-04-29;13:08:32;;
;982;2014-04-29;13:06:44;;
;983;2014-04-29;13:49:28;;
;984;2014-04-29;13:09:02;;
;985;2014-04-29;13:08:54;;
;986;2014-04-29;13:08:59;;
;987;2014-04-29;13:09:00;;
;988;2014-04-29;13:08:58;;
;989;2014-04-29;13:08:56;;
;990;2014-04-29;13:08:36;;
;991;2014-04-29;13:08:28;;
;992;2014-04-29;13:08:26;;
;992;2014-04-29;13:10:07;;
;993;2014-04-29;13:08:24;;
;994;2014-04-29;13:08:30;;
;995;2014-04-29;13:51:01;;
;996;2014-04-29;13:50:18;;
;997;2014-04-29;13:51:06;;
;998;2014-04-29;13:51:08;;
;999;2014-04-29;13:51:11;;
;1000;2014-04-29;13:51:03;;
;1001;1997-11-19;16:06:55;;
;1001;1997-11-19;18:02:41;;
;1002;1997-11-19;12:38:40;;
;1002;1997-11-19;18:02:40;;
;1003;1997-11-19;12:39:54;;
;1003;1997-11-19;12:41:31;;
;1003;1997-11-19;18:02:40;;
;1004;1997-11-19;12:31:14;;
;1004;1997-11-19;18:02:39;;
;1005;1997-11-19;12:36:56;;
;1005;1997-11-19;18:02:39;;
;1006;1997-11-19;12:42:45;;
;1006;1997-11-19;18:02:40;;
;1007;1997-11-19;12:45:59;;
;1007;1997-11-19;18:02:40;;
;1008;1997-11-19;12:44:01;;
;1008;1997-11-19;18:02:40;;
;1009;1997-11-19;17:19:32;;
;1009;1997-11-19;18:02:44;;
;1010;1997-11-19;17:16:30;;
;1010;1997-11-19;18:02:43;;
;1011;1997-11-19;17:15:29;;
;1011;1997-11-19;18:02:43;;
;1012;1997-11-19;17:12:03;;
;1012;1997-11-19;18:02:43;;
;1013;1997-11-19;17:04:52;;
;1013;1997-11-19;18:02:43;;
;1014;1997-11-19;17:03:43;;
;1014;1997-11-19;18:02:43;;
;1015;1997-11-19;17:31:24;;
;1015;1997-11-19;18:02:44;;
;1016;1997-11-19;18:01:21;;
;1016;1997-11-19;18:02:46;;
;1016;1997-11-20;16:44:30;;
;1016;2014-04-10;12:28:23;;
;1017;1997-11-19;18:00:31;;
;1017;1997-11-19;18:02:45;;
;1017;1997-11-20;16:44:30;;
;1018;1997-11-19;17:47:03;;
;1018;1997-11-19;18:02:45;;
;1019;1997-11-19;17:48:37;;
;1019;1997-11-19;18:02:45;;
;1020;1997-11-19;17:52:05;;
;1020;1997-11-19;18:02:45;;
;1021;1997-11-19;17:56:07;;
;1021;1997-11-19;18:02:45;;
;1022;1997-11-19;17:57:38;;
;1022;1997-11-19;18:02:45;;
;1023;1997-11-19;17:58:49;;
;1023;1997-11-19;18:02:45;;
;1024;1997-11-19;17:33:48;;
;1024;1997-11-19;18:02:44;;
;1025;1997-11-19;16:50:59;;
;1025;1997-11-19;18:02:43;;
;1026;1997-11-19;16:27:24;;
;1026;1997-11-19;16:29:05;;
;1026;1997-11-19;16:41:20;;
;1026;1997-11-19;18:02:42;;
;1027;1997-11-19;16:52:14;;
;1027;1997-11-19;18:02:43;;
;1028;1997-11-19;16:53:08;;
;1028;1997-11-19;18:02:43;;
;1029;1997-11-19;16:58:25;;
;1029;1997-11-19;16:59:43;;
;1029;1997-11-19;18:02:43;;
;1030;1997-11-19;16:11:54;;
;1030;1997-11-19;16:23:59;;
;1030;1997-11-19;18:02:41;;
;1031;1997-11-19;16:13:49;;
;1031;1997-11-19;16:25:04;;
;1031;1997-11-19;18:02:41;;
;1032;1997-11-19;16:15:05;;
;1032;1997-11-19;18:02:41;;
;1033;1997-11-19;16:16:19;;
;1033;1997-11-19;18:02:42;;
;1034;1997-11-19;16:20:00;;
;1034;1997-11-19;18:02:42;;
;1035;1997-11-19;16:21:16;;
;1035;1997-11-19;18:02:42;;
;1036;1997-11-19;16:22:50;;
;1036;1997-11-19;18:02:42;;
;1037;1997-11-19;13:00:22;;
;1037;1997-11-19;18:02:41;;
;1038;1997-11-19;12:59:11;;
;1038;1997-11-19;18:02:41;;
;1039;1997-11-19;12:57:36;;
;1039;1997-11-19;18:02:40;;
;1040;1997-11-19;12:56:15;;
;1040;1997-11-19;18:02:40;;
;1041;1997-11-19;16:35:49;;
;1041;1997-11-19;18:02:42;;
;1042;1997-11-19;16:07:52;;
;1042;1997-11-19;18:02:41;;
;1043;1997-11-19;16:47:57;;
;1043;1997-11-19;18:02:42;;
;1044;1997-12-03;17:27:31;;
;1044;1998-07-06;10:54:49;;
;1044;1998-10-21;19:07:02;;
;1045;1997-11-19;16:49:10;;
;1045;1997-11-19;18:02:43;;
;1047;1997-11-20;11:43:14;;
;1047;1997-11-20;12:05:26;;
;1049;1997-11-20;11:43:14;;
;1050;1998-04-16;15:23:23;;
;1050;1998-04-16;15:37:13;;
;1050;2002-02-26;19:21:30;;
;1050;2002-02-26;19:23:39;;
;1050;2002-02-26;19:31:48;;
;1051;1998-07-06;18:15:38;;
;1051;1998-07-07;12:20:49;;
;1051;2002-02-26;19:25:17;;
;1051;2002-02-26;19:30:52;;
;1052;1997-11-20;11:43:14;;
;1053;1997-11-20;11:43:14;;
;1054;2015-06-15;11:08:41;;
;1055;2015-06-15;9:22:54;;
;1056;1997-11-20;11:43:29;;
;1058;1997-11-20;11:43:14;;
;1059;2006-02-06;11:51:57;;
;1059;2006-02-14;19:05:52;;
;1060;2006-02-21;10:34:20;;
;1060;2006-02-21;10:35:04;;
;1060;2006-02-21;12:35:11;;
;1060;2007-10-18;10:32:12;;
;1061;2006-02-06;11:43:35;;
;1061;2006-02-14;19:06:03;;
;1062;2014-04-29;16:47:04;;
;1063;2014-04-29;16:47:08;;
;1064;2014-04-29;16:46:52;;
;1065;2014-04-29;16:43:56;;
;1065;2014-04-29;16:44:59;;
;1066;2014-04-29;16:47:16;;
;1067;2014-04-29;16:47:02;;
;1068;2014-04-29;16:47:12;;
;1069;2014-04-29;16:47:06;;
;1070;2014-04-29;16:47:14;;
;1071;2014-04-29;16:47:20;;
;1072;2014-04-29;16:47:10;;
;1074;2014-04-29;16:43:47;;
;1075;2014-04-29;16:43:54;;
;1076;2014-04-30;8:49:42;;
;1077;2014-05-13;12:13:10;;
;1078;2014-05-13;10:13:04;;
;1079;2014-05-13;10:00:43;;
;1079;2014-05-13;10:02:06;;
;1080;2014-05-13;10:02:19;;
;1080;2014-05-13;10:03:06;;
;1081;2014-05-13;10:38:39;;
;1081;2014-05-13;10:39:00;;
;1082;2014-05-13;10:30:19;;
;1082;2014-05-13;10:32:57;;
;1083;2014-04-30;8:53:57;;
;1083;2014-04-30;8:55:01;;
;1084;2014-05-13;10:33:10;;
;1085;2014-05-13;10:39:54;;
;1086;2014-05-13;17:04:00;;
;1087;2014-05-14;9:07:22;;
;1087;2014-05-14;9:07:47;;
;1088;2014-05-14;9:05:09;;
;1088;2014-05-14;9:06:19;;
;1088;2014-05-14;9:07:10;;
;1089;2014-05-13;10:12:08;;
;1090;2014-05-13;12:48:21;;
;1091;2014-05-13;16:57:52;;
;1092;2014-05-13;16:56:16;;
;1093;2014-05-13;9:53:29;;
;1094;2014-05-13;9:56:49;;
;1095;2014-04-30;8:52:39;;
;1095;2014-04-30;8:53:51;;
;1095;2014-04-30;8:57:47;;
;1096;2014-04-30;8:56:49;;
;1096;2014-04-30;9:06:21;;
;1097;2014-04-30;8:55:13;;
;1097;2014-04-30;8:56:35;;
;1098;2014-05-13;9:51:38;;
;1099;2014-05-13;10:23:51;;
;1100;2014-05-13;10:20:53;;
;1101;2014-05-13;10:42:02;;
;1102;2014-05-13;10:45:41;;
;1103;2014-05-13;10:41:18;;
;1105;2014-05-13;8:30:08;;
;1106;2014-05-13;8:31:46;;
;1107;2014-05-13;8:32:38;;
;1108;2014-05-13;8:33:16;;
;1109;2014-04-30;10:23:56;;
;1111;2014-05-13;10:18:05;;
;1111;2014-05-13;10:19:00;;
;1111;2014-05-13;10:19:59;;
;1111;2014-05-13;10:20:46;;
;1112;2014-05-13;10:13:43;;
;1113;2014-05-14;9:09:31;;
;1113;2014-05-14;9:09:43;;
;1114;2014-05-14;9:08:27;;
;1114;2014-05-14;9:09:13;;
;1115;2014-05-14;8:36:36;;
;1115;2014-05-14;8:39:17;;
;1116;2014-05-14;8:39:25;;
;1116;2014-05-14;8:40:19;;
;1117;2014-05-14;8:40:25;;
;1117;2014-05-14;8:41:41;;
;1118;2014-05-14;10:33:21;;
;1118;2014-05-14;10:35:07;;
;1119;2014-05-14;9:10:44;;
;1119;2014-05-14;9:11:36;;
;1120;2014-05-14;9:11:48;;
;1120;2014-05-14;9:12:52;;
;1121;2014-05-14;9:13:14;;
;1121;2014-05-14;9:13:55;;
;1122;2014-05-14;10:31:19;;
;1122;2014-05-14;10:32:37;;
;1123;2014-05-13;10:39:08;;
;1124;2014-04-30;10:24:58;;
;1125;2014-05-13;17:11:59;;
;1126;2014-05-13;17:06:04;;
;1127;2014-05-14;8:32:33;;
;1128;2014-05-13;17:19:44;;
;1129;2014-05-14;8:35:29;;
;1130;2014-05-13;12:14:59;;
;1131;2014-05-13;12:17:21;;
;1131;2014-05-13;12:18:15;;
;1132;2014-05-13;12:18:55;;
;1132;2014-05-13;12:20:53;;
;1133;2014-05-13;12:21:06;;
;1134;2014-05-13;9:12:21;;
;1135;2014-05-13;12:49:59;;
;1136;2014-04-30;9:11:43;;
;1137;2014-04-30;9:13:26;;
;1138;2014-04-30;10:20:51;;
;1139;2014-05-13;9:57:48;;
;1140;2014-05-13;9:04:09;;
;1141;2014-05-13;9:07:44;;
;1142;2014-05-13;9:09:33;;
;1143;2014-05-13;9:10:46;;
;1144;2014-05-13;9:52:44;;
;1145;2014-05-13;10:00:05;;
;1146;2014-04-30;8:50:17;;
;1146;2014-04-30;8:52:30;;
;1146;2014-04-30;9:08:39;;
;1147;2014-04-30;10:21:47;;
;1148;2014-04-30;10:22:52;;
;1149;2014-05-13;12:35:54;;
;1150;2014-05-13;12:37:59;;
;1151;2014-05-13;12:29:45;;
;1152;2014-05-13;12:34:40;;
;1153;2014-05-13;12:55:27;;
;1154;2014-05-13;12:51:09;;
;1155;2014-05-13;12:52:36;;
;1156;2014-05-13;12:53:57;;
;1157;2014-05-13;12:24:10;;
;1159;2014-05-13;12:27:34;;
;1160;2014-05-13;12:28:05;;
;1161;2014-05-13;12:39:39;;
;1162;2014-05-13;12:42:08;;
;1163;2014-05-13;12:42:58;;
;1163;2014-05-13;12:44:35;;
;1163;2014-05-13;12:45:29;;
;1164;2014-05-13;12:45:58;;
;1165;2014-05-13;12:27:05;;
;1166;2014-04-30;9:10:03;;
;1167;2014-04-30;9:08:47;;
;1168;2014-04-30;9:10:53;;
;1169;2014-04-30;10:26:19;;
;1170;2014-04-30;9:06:46;;
;1171;2014-05-13;8:34:42;;
;1172;2014-05-13;8:38:46;;
;1173;2014-04-30;10:39:32;;
;1174;2014-04-30;10:38:19;;
;1175;2014-04-30;10:42:21;;
